ALGORITHM, FEATURE_R, FEATURE_L, FEATURE_U, FEATURE_D, FEATURE_F, FEATURE_B, FEATURE_RP, FEATURE_LP, FEATURE_UP, FEATURE_DP, FEATURE_FP, FEATURE_BP, FEATURE_R2, FEATURE_L2, FEATURE_U2, FEATURE_D2, FEATURE_F2, FEATURE_B2, FEATURE_M, FEATURE_MP, FEATURE_M2, FEATURE_REGRIPS, FEATURE_RL_REGRIPS, FEATURE_OVERWORKING, LABEL
F U R2 F R' U' R' F2 ,0,0,1,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,
F U R2 U' R2 U2 M2 ,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,
F U R2 U2 F U D F' ,0,0,2,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,
F U F2 U' D2 ,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
F U M U F U' R' U2 M' ,0,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,
F U M D F R' D' F2 ,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,
F U M F R' U M U' B' ,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,
F U M U' F R' U D B ,0,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,
F U M U' F' D' F' U D ,0,0,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,
F U M D' F' R U2 D2 ,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,
F U M U2 R U' D' R D2 ,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,
F U M2 D' R U D ,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
F D R D R U' R' U' D' ,2,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
F D R U' F U' R' U' B ,1,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,
F D R D' R2 D U' B ,1,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
F D U R' U R' F' U' R ,1,0,2,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
F D F D' M U' B' ,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,
F D R' U D' F D L ,0,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,
F D R' F R' U' R U D ,1,0,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
F D R' U' D' L ,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,
F D R' D' F2 U' F' ,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,
F D U' R F D U2 M ,1,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
F D U' F D' R2 U R' ,0,0,1,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
F D U' R' U' M F' R U' ,1,0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,
F D U' R2 D R U ,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
F D U' M F' R U' R F ,2,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
F D R2 U D R D' B ,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
F D R2 U' R2 D' R' ,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
F D U2 F R F D' ,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,
F D U2 F' R2 U' R' F2 ,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,3,0,0,
F D M U F R U F ,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
F D M U' R D M U ,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
F D M D' U2 R L2 ,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,
F R' U R U F R U2 F2 ,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,
F R' U R F M D R' D' ,1,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,
F R' U R U2 F U' M U2 ,1,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,
F R' U D R2 D U2 ,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,
F R' U F R' U2 R U' L' ,1,0,1,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,
F R' U R' U F' U D' F' ,0,0,3,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,
F R' U R' U' F' R D F2 ,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,
F R' U D' R D' F L' ,1,0,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,1,
F R' U D' M U' F' L ,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,
F R' U F' U2 F' R B' ,1,0,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,0,1,
F R' U M U F U' R L2 ,1,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,
F R' U M U' M F B2 ,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,6,0,1,
F R' D R D U' R D ,2,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
F R' D F D' R' F' R ,1,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
F R' D U' R U F R D2 ,2,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
F R' D U' M D' U2 L' ,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3,1,0,
F R' D U2 R' F R2 ,0,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,
F R' F R U D2 F2 ,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,
F R' F U' R U' R U' R2 ,2,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,
F R' U' R U D F U R2 ,1,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
F R' U' R F U' R U' L2 ,2,0,0,0,2,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,
F R' U' R D' R2 U' F' M ,1,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,3,0,0,
F R' U' F D U2 M U' ,0,0,0,1,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
F R' U' F M F' L2 ,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,1,
F R' U' R' F D' M B2 ,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,6,0,0,
F R' U' R' U2 F' D' R' ,0,0,0,0,1,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,
F R' U' D' F' U' F U R' ,0,0,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,
F R' U' F' U' D' R U B ,1,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,
F R' U' R2 U' M U' R' D2 ,0,0,0,0,1,0,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,3,0,2,
F R' U' M F U F' U2 ,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,
F R' U' M U2 R F M2 ,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,
F R' D' R U' R' U2 R' D ,1,0,0,1,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
F R' D' F D' F' B2 ,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,6,0,2,
F R' D' R' F' U' R D ,1,0,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
F R' D' R2 U2 F U F ,0,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,0,1,
F R' D' M U' R' D M' ,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,
F R' F' U' D' R D M ,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,
F R' U2 R D R' F' U R' ,1,0,1,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,
F R' U2 F U' F' R U' ,1,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,
F R' U2 R' U2 R U R D2 ,2,0,1,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,
F R' U2 M U R U L ,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,
F R' D2 R' F' U' R ,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,
F U' R U F R' F R' U ,1,0,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,
F U' R U D' F R U F' ,2,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
F U' R D F U D2 ,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
F U' R F R F M U B' ,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,9,0,1,
F U' R F U' M D' R F2 ,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,6,0,0,
F U' R U' F U M D ,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,
F U' R U' R' F' M U L' ,1,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,
F U' R D' R U R' U' R' D2 ,2,0,1,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
F U' R D' B2 R' U' M' ,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,
F U' R U2 M F R' U R ,2,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
F U' F D U' R' U M2 ,0,0,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,
F U' F R2 D R' L' ,0,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,
F U' R' U R U' M F U2 ,1,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
F U' R' U R' F U2 R2 ,0,0,1,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,
F U' R' U F' M D R L2 ,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,0,
F U' R' D F U' M U' M' ,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,
F U' R' D M U' R2 L ,0,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,
F U' R' F U' R U' R D2 ,2,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,
F U' R' U' R F U' M B2 ,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,9,0,1,
F U' R' U' R' F R U R' B2 ,1,0,1,0,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,
F U' R' U' F' D' F' U2 ,0,0,0,0,1,0,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0,3,0,2,
F U' R' D' R D' U R' U' ,1,0,1,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
F U' R' D' U2 M U' R' ,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
F U' R' U2 F' U' M U D2 ,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,
F U' D' R F U' M U D2 ,1,0,1,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,
F U' D' F R' U' R U R ,2,0,1,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
F U' D' R' F U F' ,0,0,1,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,
F U' D' F' U F' D R' ,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,
F U' D' B2 D' M B2 ,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,3,0,1,
F U' F' U D F R U ,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
F U' F' U2 F D2 F' ,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,
F U' R2 U D' R2 U M ,0,0,2,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,
F U' R2 F D U2 R' L2 ,0,0,0,1,2,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,6,1,0,
F U' R2 U' R2 F R F' ,1,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,
F U' R2 U2 R D' L2 ,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,
F U' F2 U' R D M2 ,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,
F U' M U D R2 F M2 ,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,
F U' M U F' U' F U B' ,0,0,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,
F U' M D U' F' D B2 ,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,
F U' M F U' R' U2 L ,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,
F U' M U' R' U R2 U' L2 ,0,0,1,0,1,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,3,1,1,
F U' M U' M U R D L' ,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,
F U' M D' M U F' R B ,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,3,0,1,
F U' M U2 F' D R' ,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
F D' R U F R' F U B' ,1,0,2,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,1,
F D' R D F D' M F' ,1,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
F D' R F R2 U' F R' ,1,0,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,
F D' R U' R2 U F R ,2,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
F D' R U2 R' U' R U' F2 ,2,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,3,0,1,
F D' U M U R' D U' M' ,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,
F D' F R2 U' R2 D2 ,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,
F D' R' U R' U' R D' B2 ,1,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
F D' R' D R' F' R U' B' ,1,0,0,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,
F D' R' F D' R' U D2 ,0,0,1,0,2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
F D' R' U' D' F R D2 ,1,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
F D' R' D' R2 U B' ,0,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,1,
F D' F' U R D' R D' ,2,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
F D' R2 U R' U' R U B2 ,1,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
F D' R2 U' F' U R2 ,0,0,1,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
F D' U2 R U' M U' F2 ,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,3,0,1,
F D' U2 R' U2 R2 U' M' ,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0,1,0,3,0,0,
F D' F2 U' R U D2 ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
F D' M U R2 F R D2 ,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,
F D' M U' R F D' B2 ,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,6,0,0,
F D' M F' U F' U2 ,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,
F B' U' F R' L ,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,
F R2 U D R' U R' U' F2 ,0,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
F R2 U R' U' R' D' F' B' ,0,0,1,0,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,
F R2 U R2 D R' U' R2 ,0,0,1,1,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,
F R2 D R U' M D' B ,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,
F R2 D F' U M F' M2 ,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,
F R2 F R' U2 R U' ,1,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,1,
F R2 U' R D' R' U R2 ,1,0,1,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
F R2 U' R' U' R' D R' ,0,0,0,1,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,
F R2 U' F' M U' F B ,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,6,0,0,
F R2 D' R U R' D F ,1,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
F R2 D' F' U2 R U' M ,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,3,0,0,
F R2 F' D' F U D ,0,0,1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,
F R2 U2 R' F R D M' ,1,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,
F R2 B2 U M U M2 ,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,
F U2 R U M U' R D' R2 ,2,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
F U2 R F U2 R F R' ,2,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,
F U2 R U' M D' R' U B' ,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,3,0,0,
F U2 F R D U' M ,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,
F U2 F M B2 R' B ,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,0,2,
F U2 R' U R2 U2 F U2 ,0,0,1,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,
F U2 R' F D M U F' ,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
F U2 R' U' D' F B' ,0,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,
F U2 R' D' U2 M U' M2 ,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,3,0,0,
F U2 F' D' R U' R B ,2,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
F U2 R2 D B2 D' ,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
F U2 R2 U2 R' F U L' ,0,0,1,0,2,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,1,0,
F U2 M U R' D' F B2 ,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,6,0,0,
F U2 M U' R F R U' R' ,2,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
F U2 M F' R D R U ,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
F D2 R D' R U' L ,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
F D2 R' U2 R' U' L ,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,
F B2 U F U' R' U F' ,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,
F B2 U' D' R' U R' L ,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,
F M U R U R' U M F ,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
F M U R D' F U' R F2 ,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,6,0,0,
F M U F R F R' D ,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,
F M U R' U F R L2 ,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,
F M U R' U' D' R' U M2 ,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,
F M U D' R' F U' R D' ,1,0,1,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
F M U F' M U2 R2 F' ,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,
F M U M D' U R' U' R2 ,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,3,0,1,
F M D F R' F' L' ,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,
F M D U' R U' R' F' D2 ,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,
F M D R2 U' D' R B2 ,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,3,0,0,
F M F D R U' R B' ,2,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,
F M F M F' U' D' ,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,3,
F M U' R U' R' F D B2 ,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,
F M U' F R' D F M2 ,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,
F M U' R' U M U2 R' U ,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,
F M U' R' D' R' F' R ,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
F M U' D' R2 F' D' M ,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,
F M U' R2 F R D' B' ,1,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,6,0,0,
F M U' M D' R U L' ,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,
F M D' F U M U' L2 ,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,
F M D' R' U2 R ,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
F M D' U2 R2 U' R' U ,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
F M F' U2 F D' F2 ,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,
F M U2 F R' D F' M2 ,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,
F M U2 F' U L' ,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,
F M D2 M F' R U2 ,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,
F M' U2 M F D2 ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,
B R' U R' F R2 ,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
R' U R U R U' F U M2 ,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,
R' U R U R' U F R' L ,1,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,
R' U R U R2 D R U L' ,2,0,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
R' U R D R U2 R2 U F2 ,2,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
R' U R D U' R U D F' ,2,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
R' U R D M U2 R' F' B ,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
R' U R F R' U D' M D ,1,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,
R' U R F U' M U' R' U' D' ,1,0,1,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,6,0,2,
R' U R B U' F' ,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
R' U R U' F U D' R' U' D ,1,0,2,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
R' U R U' R' D R D2 ,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
